@relation subflow_dataset_clustered

@attribute Instance_number numeric
@attribute flowid numeric
@attribute ppid numeric
@attribute subflow1 numeric
@attribute subflow2 numeric
@attribute subflow3 numeric
@attribute subflow4 numeric
@attribute subprotocol {none,'transition point 1','transition point 2'}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19,cluster20,cluster21,cluster22,cluster23,cluster24,cluster25,cluster26,cluster27,cluster28,cluster29,cluster30,cluster31,cluster32,cluster33,cluster34,cluster35,cluster36,cluster37,cluster38,cluster39,cluster40,cluster41,cluster42,cluster43,cluster44,cluster45,cluster46,cluster47,cluster48,cluster49,cluster50,cluster51,cluster52,cluster53,cluster54,cluster55,cluster56,cluster57,cluster58,cluster59,cluster60,cluster61,cluster62,cluster63,cluster64,cluster65,cluster66,cluster67,cluster68,cluster69,cluster70,cluster71,cluster72,cluster73,cluster74,cluster75,cluster76,cluster77,cluster78,cluster79,cluster80,cluster81,cluster82,cluster83,cluster84,cluster85,cluster86,cluster87,cluster88,cluster89,cluster90,cluster91,cluster92,cluster93,cluster94,cluster95,cluster96,cluster97,cluster98,cluster99,cluster100,cluster101,cluster102,cluster103,cluster104,cluster105,cluster106,cluster107,cluster108,cluster109,cluster110,cluster111,cluster112,cluster113,cluster114,cluster115,cluster116,cluster117,cluster118,cluster119,cluster120,cluster121,cluster122,cluster123,cluster124,cluster125,cluster126,cluster127,cluster128,cluster129,cluster130,cluster131,cluster132,cluster133,cluster134,cluster135,cluster136,cluster137,cluster138,cluster139,cluster140,cluster141,cluster142,cluster143,cluster144,cluster145,cluster146,cluster147,cluster148,cluster149,cluster150,cluster151,cluster152,cluster153,cluster154,cluster155,cluster156,cluster157,cluster158,cluster159,cluster160,cluster161,cluster162,cluster163,cluster164,cluster165,cluster166,cluster167,cluster168,cluster169,cluster170,cluster171,cluster172,cluster173,cluster174,cluster175,cluster176,cluster177,cluster178,cluster179,cluster180,cluster181,cluster182,cluster183,cluster184,cluster185,cluster186,cluster187,cluster188,cluster189,cluster190,cluster191,cluster192}

@data
22732,1669,4,210,-530,82,118,none,cluster3
22733,1669,5,82,118,-118,150,none,cluster191
22734,1669,6,118,-118,150,-134,none,cluster25
22735,1670,2,77,-510,862,438,none,cluster24
22736,1670,3,862,438,-518,-518,none,cluster139
22737,1670,4,-518,-518,238,186,none,cluster129
22738,1670,5,238,186,-106,154,none,cluster72
22739,1670,6,186,-106,154,-122,none,cluster63
22740,1670,7,-106,154,-122,170,none,cluster44
22741,1670,8,154,-122,170,-122,none,cluster9
22742,1670,9,-122,170,-122,170,none,cluster192
22743,1670,10,170,-122,170,-122,none,cluster1
22744,1670,11,-122,170,-122,170,none,cluster192
22745,1670,12,170,-122,170,-122,none,cluster1
22746,1670,13,-122,170,-122,170,none,cluster192
22747,1670,14,170,-122,170,-122,none,cluster1
22748,1670,15,-122,170,-122,170,none,cluster192
22749,1670,16,170,-122,170,-122,none,cluster1
22750,1670,17,-122,170,-122,170,none,cluster192
22751,1670,18,170,-122,170,170,none,cluster96
22752,1670,19,170,170,-122,-122,none,cluster160
22753,1670,20,-122,-122,170,-122,none,cluster8
22754,1670,21,-122,170,-122,170,none,cluster192
22755,1670,22,170,-122,170,-122,none,cluster1
22756,1670,23,-122,170,-122,170,none,cluster192
22757,1670,24,170,-122,170,-122,none,cluster1
22758,1670,25,-122,170,-122,170,none,cluster192
22759,1670,26,170,-122,170,-122,none,cluster1
22760,1670,27,-122,170,-122,-122,none,cluster28
22761,1670,28,-122,-122,170,-122,none,cluster8
22762,1670,29,-122,170,-122,170,none,cluster192
22763,1670,30,170,-122,170,-122,none,cluster1
22764,1670,31,-122,170,-122,170,none,cluster192
22765,1670,32,170,-122,170,-122,none,cluster1
22766,1670,33,-122,170,-122,170,none,cluster192
22767,1670,34,170,-122,170,-122,none,cluster1
22768,1670,35,-122,170,-122,170,none,cluster192
22769,1670,36,170,-122,170,-122,none,cluster1
22770,1670,37,-122,170,-122,-122,none,cluster28
22771,1670,38,-122,-122,170,-122,none,cluster8
22772,1670,39,-122,170,-122,170,none,cluster192
22773,1670,40,170,-122,170,-122,none,cluster1
22774,1670,41,-122,170,-122,170,none,cluster192
22775,1670,42,170,-122,170,-122,none,cluster1
22776,1670,43,-122,170,-122,170,none,cluster192
22777,1670,44,170,-122,170,-122,none,cluster1
22778,1670,45,-122,170,-122,170,none,cluster192
22779,1670,46,170,-122,170,-122,none,cluster1
22780,1670,47,-122,170,-122,170,none,cluster192
22781,1670,48,170,-122,170,-122,none,cluster1
22782,1670,49,-122,170,-122,170,none,cluster192
22783,1670,50,170,-122,170,-122,none,cluster1
22784,1671,2,77,-510,862,438,none,cluster24
22785,1671,3,862,438,-518,238,none,cluster23
22786,1671,4,438,-518,238,186,none,cluster22
22787,1671,5,238,186,-106,154,none,cluster72
22788,1671,6,186,-106,154,-122,none,cluster63
22789,1671,7,-106,154,-122,170,none,cluster44
22790,1671,8,154,-122,170,-122,none,cluster9
22791,1671,9,-122,170,-122,170,none,cluster192
22792,1671,10,170,-122,170,-122,none,cluster1
22793,1671,11,-122,170,-122,170,none,cluster192
22794,1671,12,170,-122,170,-122,none,cluster1
22795,1671,13,-122,170,-122,170,none,cluster192
22796,1671,14,170,-122,170,-122,none,cluster1
22797,1671,15,-122,170,-122,170,none,cluster192
22798,1671,16,170,-122,170,-122,none,cluster1
22799,1671,17,-122,170,-122,234,none,cluster29
22800,1671,18,170,-122,234,-122,none,cluster81
22801,1671,19,-122,234,-122,170,none,cluster43
22802,1671,20,234,-122,170,-122,none,cluster10
22803,1671,21,-122,170,-122,170,none,cluster192
22804,1671,22,170,-122,170,-122,none,cluster1
22805,1671,23,-122,170,-122,170,none,cluster192
22806,1671,24,170,-122,170,-122,none,cluster1
22807,1671,25,-122,170,-122,170,none,cluster192
22808,1671,26,170,-122,170,-122,none,cluster1
22809,1671,27,-122,170,-122,170,none,cluster192
22810,1671,28,170,-122,170,170,none,cluster96
22811,1671,29,170,170,-122,-122,none,cluster160
22812,1671,30,-122,-122,170,-122,none,cluster8
22813,1671,31,-122,170,-122,-122,none,cluster28
22814,1671,32,-122,-122,170,-122,none,cluster8
22815,1671,33,-122,170,-122,170,none,cluster192
22816,1671,34,170,-122,170,-122,none,cluster1
22817,1671,35,-122,170,-122,-122,none,cluster28
22818,1671,36,-122,-122,170,-122,none,cluster8
22819,1671,37,-122,170,-122,234,none,cluster29
22820,1671,38,170,-122,234,-122,none,cluster81
22821,1671,39,-122,234,-122,170,none,cluster43
22822,1671,40,234,-122,170,-122,none,cluster10
22823,1671,41,-122,170,-122,234,none,cluster29
22824,1671,42,170,-122,234,-122,none,cluster81
22825,1671,43,-122,234,-122,170,none,cluster43
22826,1671,44,234,-122,170,-122,none,cluster10
22827,1671,45,-122,170,-122,170,none,cluster192
22828,1671,46,170,-122,170,-122,none,cluster1
22829,1671,47,-122,170,-122,170,none,cluster192
22830,1671,48,170,-122,170,-122,none,cluster1
22831,1671,49,-122,170,-122,170,none,cluster192
22832,1671,50,170,-122,170,-122,none,cluster1
22833,1671,51,-122,170,-122,170,none,cluster192
22834,1671,52,170,-122,170,-122,none,cluster1
22835,1671,53,-122,170,-122,-122,none,cluster28
22836,1671,54,-122,-122,234,-122,none,cluster187
22837,1672,2,77,-510,862,438,none,cluster24
22838,1672,3,862,438,-518,-518,none,cluster139
22839,1672,4,-518,-518,238,186,none,cluster129
22840,1672,5,238,186,-106,-106,none,cluster78
22841,1672,6,-106,-106,154,-122,none,cluster127
22842,1672,7,-106,154,-122,170,none,cluster44
22843,1672,8,154,-122,170,-122,none,cluster9
22844,1672,9,-122,170,-122,170,none,cluster192
22845,1672,10,170,-122,170,-122,none,cluster1
22846,1672,11,-122,170,-122,170,none,cluster192
22847,1672,12,170,-122,170,-122,none,cluster1
22848,1672,13,-122,170,-122,-122,none,cluster28
22849,1672,14,-122,-122,170,-122,none,cluster8
22850,1672,15,-122,170,-122,170,none,cluster192
22851,1672,16,170,-122,170,-122,none,cluster1
22852,1672,17,-122,170,-122,170,none,cluster192
22853,1672,18,170,-122,170,-122,none,cluster1
22854,1672,19,-122,170,-122,170,none,cluster192
22855,1672,20,170,-122,170,-122,none,cluster1
22856,1672,21,-122,170,-122,170,none,cluster192
22857,1672,22,170,-122,170,-122,none,cluster1
22858,1672,23,-122,170,-122,170,none,cluster192
22859,1672,24,170,-122,170,-122,none,cluster1
22860,1672,25,-122,170,-122,170,none,cluster192
22861,1672,26,170,-122,170,-122,none,cluster1
22862,1672,27,-122,170,-122,170,none,cluster192
22863,1672,28,170,-122,170,-122,none,cluster1
22864,1672,29,-122,170,-122,234,none,cluster29
22865,1672,30,170,-122,234,-122,none,cluster81
22866,1672,31,-122,234,-122,170,none,cluster43
22867,1672,32,234,-122,170,-122,none,cluster10
22868,1672,33,-122,170,-122,-122,none,cluster28
22869,1672,34,-122,-122,170,-122,none,cluster8
22870,1672,35,-122,170,-122,170,none,cluster192
22871,1672,36,170,-122,170,-122,none,cluster1
22872,1672,37,-122,170,-122,170,none,cluster192
22873,1672,38,170,-122,170,-122,none,cluster1
22874,1672,39,-122,170,-122,170,none,cluster192
22875,1672,40,170,-122,170,-122,none,cluster1
22876,1672,41,-122,170,-122,-122,none,cluster28
22877,1672,42,-122,-122,170,-122,none,cluster8
22878,1672,43,-122,170,-122,170,none,cluster192
22879,1672,44,170,-122,170,-122,none,cluster1
22880,1672,45,-122,170,-122,170,none,cluster192
22881,1672,46,170,-122,170,-122,none,cluster1
22882,1672,47,-122,170,-122,234,none,cluster29
22883,1672,48,170,-122,234,-122,none,cluster81
22884,1672,49,-122,234,-122,-122,none,cluster104
22885,1672,50,-122,-122,170,-122,none,cluster8
22886,1672,51,-122,170,-122,170,none,cluster192
22887,1672,52,170,-122,170,-122,none,cluster1
22888,1673,2,77,-510,862,1246,none,cluster165
22889,1673,3,862,1246,-518,-518,none,cluster165
22890,1673,4,-518,-518,238,186,none,cluster129
22891,1673,5,238,186,-106,154,none,cluster72
22892,1673,6,186,-106,154,-122,none,cluster63
22893,1673,7,-106,154,-122,170,none,cluster44
22894,1673,8,154,-122,170,-122,none,cluster9
22895,1673,9,-122,170,-122,-122,none,cluster28
22896,1673,10,-122,-122,170,-122,none,cluster8
22897,1673,11,-122,170,-122,170,none,cluster192
22898,1673,12,170,-122,170,-122,none,cluster1
22899,1673,13,-122,170,-122,170,none,cluster192
22900,1673,14,170,-122,170,-122,none,cluster1
22901,1673,15,-122,170,-122,170,none,cluster192
22902,1673,16,170,-122,170,-122,none,cluster1
22903,1673,17,-122,170,-122,170,none,cluster192
22904,1673,18,170,-122,170,-122,none,cluster1
22905,1673,19,-122,170,-122,-122,none,cluster28
22906,1673,20,-122,-122,234,-122,none,cluster187
22907,1673,21,-122,234,-122,170,none,cluster43
22908,1673,22,234,-122,170,-122,none,cluster10
22909,1673,23,-122,170,-122,170,none,cluster192
22910,1673,24,170,-122,170,-122,none,cluster1
22911,1673,25,-122,170,-122,170,none,cluster192
22912,1673,26,170,-122,170,-122,none,cluster1
22913,1673,27,-122,170,-122,170,none,cluster192
22914,1673,28,170,-122,170,-122,none,cluster1
22915,1673,29,-122,170,-122,170,none,cluster192
22916,1673,30,170,-122,170,-122,none,cluster1
22917,1673,31,-122,170,-122,170,none,cluster192
22918,1673,32,170,-122,170,-122,none,cluster1
22919,1673,33,-122,170,-122,-122,none,cluster28
22920,1673,34,-122,-122,170,-122,none,cluster8
22921,1673,35,-122,170,-122,170,none,cluster192
22922,1673,36,170,-122,170,-122,none,cluster1
22923,1673,37,-122,170,-122,170,none,cluster192
22924,1673,38,170,-122,170,170,none,cluster96
22925,1673,39,170,170,-122,170,none,cluster61
22926,1673,40,170,-122,170,-122,none,cluster1
22927,1673,41,-122,170,-122,170,none,cluster192
22928,1673,42,170,-122,170,-122,none,cluster1
22929,1673,43,-122,170,-122,-122,none,cluster28
22930,1673,44,-122,-122,170,-122,none,cluster8
22931,1673,45,-122,170,-122,170,none,cluster192
22932,1673,46,170,-122,170,-122,none,cluster1
22933,1673,47,-122,170,-122,170,none,cluster192
22934,1673,48,170,-122,170,-122,none,cluster1
22935,1673,49,-122,170,-122,-122,'transition point 1',cluster28
22936,1674,2,77,-510,862,438,none,cluster24
22937,1674,3,862,438,-518,-518,none,cluster139
22938,1674,4,-518,-518,238,186,none,cluster129
22939,1674,5,238,186,-106,154,none,cluster72
22940,1674,6,186,-106,154,-122,none,cluster63
22941,1674,7,-106,154,-122,170,none,cluster44
22942,1674,8,154,-122,170,-122,none,cluster9
22943,1674,9,-122,170,-122,170,none,cluster192
22944,1674,10,170,-122,170,-122,none,cluster1
22945,1674,11,-122,170,-122,170,none,cluster192
22946,1674,12,170,-122,170,-122,none,cluster1
22947,1674,13,-122,170,-122,234,none,cluster29
22948,1674,14,170,-122,234,-122,none,cluster81
22949,1674,15,-122,234,-122,170,none,cluster43
22950,1674,16,234,-122,170,-122,none,cluster10
22951,1674,17,-122,170,-122,170,none,cluster192
22952,1674,18,170,-122,170,-90,none,cluster126
22953,1674,19,-122,170,-90,122,none,cluster121
22954,1674,20,170,-90,122,-106,none,cluster125
22955,1674,21,-90,122,-106,-106,none,cluster165
22956,1674,22,-106,-106,250,-90,none,cluster165
22957,1674,23,-106,250,-90,90,none,cluster123
22958,1674,24,250,-90,90,106,none,cluster137
22959,1676,2,-86,77,-478,862,none,cluster132
22960,1676,3,77,-478,862,438,none,cluster157
22961,1676,4,862,438,-518,238,none,cluster23
22962,1676,5,438,-518,238,186,none,cluster22
22963,1676,6,238,186,-106,154,none,cluster72
22964,1676,7,186,-106,154,-122,none,cluster63
22965,1676,8,-106,154,-122,170,none,cluster44
22966,1676,9,154,-122,170,-122,none,cluster9
22967,1676,10,-122,170,-122,170,none,cluster192
22968,1676,11,170,-122,170,-122,none,cluster1
22969,1676,12,-122,170,-122,170,none,cluster192
22970,1676,13,170,-122,170,-122,none,cluster1
22971,1676,14,-122,170,-122,170,none,cluster192
22972,1676,15,170,-122,170,-122,none,cluster1
22973,1676,16,-122,170,-122,170,none,cluster192
22974,1676,17,170,-122,170,-122,none,cluster1
22975,1676,18,-122,170,-122,170,none,cluster192
22976,1676,19,170,-122,170,-122,none,cluster1
22977,1676,20,-122,170,-122,170,none,cluster192
22978,1676,21,170,-122,170,-122,none,cluster1
22979,1676,22,-122,170,-122,170,none,cluster192
22980,1676,23,170,-122,170,-122,none,cluster1
22981,1676,24,-122,170,-122,170,none,cluster192
22982,1676,25,170,-122,170,-122,none,cluster1
22983,1676,26,-122,170,-122,170,none,cluster192
22984,1676,27,170,-122,170,-122,none,cluster1
22985,1676,28,-122,170,-122,170,none,cluster192
22986,1676,29,170,-122,170,-122,none,cluster1
22987,1676,30,-122,170,-122,170,none,cluster192
22988,1676,31,170,-122,170,-122,none,cluster1
22989,1676,32,-122,170,-122,170,none,cluster192
22990,1676,33,170,-122,170,-122,none,cluster1
22991,1676,34,-122,170,-122,170,none,cluster192
22992,1676,35,170,-122,170,-122,none,cluster1
22993,1676,36,-122,170,-122,170,none,cluster192
22994,1676,37,170,-122,170,-122,none,cluster1
22995,1676,38,-122,170,-122,170,none,cluster192
22996,1676,39,170,-122,170,-122,none,cluster1
22997,1676,40,-122,170,-122,170,none,cluster192
22998,1676,41,170,-122,170,-122,none,cluster1
22999,1676,42,-122,170,-122,-122,none,cluster28
23000,1676,43,-122,-122,170,-122,none,cluster8
23001,1676,44,-122,170,-122,170,none,cluster192
23002,1676,45,170,-122,170,-122,none,cluster1
23003,1676,46,-122,170,-122,-122,none,cluster28
23004,1676,47,-122,-122,170,-122,none,cluster8
23005,1676,48,-122,170,-122,170,none,cluster192
23006,1676,49,170,-122,170,-122,none,cluster1
23007,1677,2,77,-510,862,438,none,cluster24
23008,1677,3,862,438,-518,-518,none,cluster139
23009,1677,4,-518,-518,238,370,none,cluster165
23010,1677,5,238,370,-106,154,none,cluster165
23011,1677,6,370,-106,154,-122,none,cluster165
23012,1677,7,-106,154,-122,170,none,cluster44
23013,1677,8,154,-122,170,-122,none,cluster9
23014,1677,9,-122,170,-122,170,none,cluster192
23015,1677,10,170,-122,170,-122,none,cluster1
23016,1677,11,-122,170,-122,-122,none,cluster28
23017,1677,12,-122,-122,170,-122,none,cluster8
23018,1677,13,-122,170,-122,170,none,cluster192
23019,1677,14,170,-122,170,-122,none,cluster1
23020,1677,15,-122,170,-122,170,none,cluster192
23021,1677,16,170,-122,170,-122,none,cluster1
23022,1677,17,-122,170,-122,170,none,cluster192
23023,1677,18,170,-122,170,-122,none,cluster1
23024,1677,19,-122,170,-122,170,none,cluster192
23025,1677,20,170,-122,170,-122,none,cluster1
23026,1677,21,-122,170,-122,-122,none,cluster28
23027,1677,22,-122,-122,170,-122,none,cluster8
23028,1677,23,-122,170,-122,170,none,cluster192
23029,1677,24,170,-122,170,-122,none,cluster1
23030,1677,25,-122,170,-122,170,none,cluster192
23031,1677,26,170,-122,170,-122,none,cluster1
23032,1677,27,-122,170,-122,170,none,cluster192
23033,1677,28,170,-122,170,-122,none,cluster1
23034,1677,29,-122,170,-122,170,none,cluster192
23035,1677,30,170,-122,170,-122,none,cluster1
23036,1677,31,-122,170,-122,170,none,cluster192
23037,1677,32,170,-122,170,-122,none,cluster1
23038,1677,33,-122,170,-122,170,none,cluster192
23039,1677,34,170,-122,170,-122,none,cluster1
23040,1677,35,-122,170,-122,170,none,cluster192
23041,1677,36,170,-122,170,-122,none,cluster1
23042,1677,37,-122,170,-122,170,none,cluster192
23043,1677,38,170,-122,170,-122,none,cluster1
23044,1677,39,-122,170,-122,-122,none,cluster28
23045,1677,40,-122,-122,170,-122,none,cluster8
23046,1677,41,-122,170,-122,170,none,cluster192
23047,1677,42,170,-122,170,-122,none,cluster1
23048,1677,43,-122,170,-122,170,none,cluster192
23049,1677,44,170,-122,170,-122,none,cluster1
23050,1677,45,-122,170,-122,170,none,cluster192
23051,1677,46,170,-122,170,-122,none,cluster1
23052,1677,47,-122,170,-122,170,none,cluster192
23053,1677,48,170,-122,170,170,none,cluster96
23054,1678,2,77,-510,862,1246,none,cluster165
23055,1678,3,862,1246,-518,238,none,cluster164
23056,1678,4,1246,-518,238,186,none,cluster130
23057,1678,5,238,186,-106,154,none,cluster72
23058,1678,6,186,-106,154,-122,none,cluster63
23059,1678,7,-106,154,-122,170,none,cluster44
23060,1678,8,154,-122,170,-122,none,cluster9
23061,1678,9,-122,170,-122,-122,none,cluster28
23062,1678,10,-122,-122,170,-122,none,cluster8
23063,1678,11,-122,170,-122,170,none,cluster192
23064,1678,12,170,-122,170,-122,none,cluster1
23065,1678,13,-122,170,-122,170,none,cluster192
23066,1678,14,170,-122,170,-122,none,cluster1
23067,1678,15,-122,170,-122,170,none,cluster192
23068,1678,16,170,-122,170,-122,none,cluster1
23069,1678,17,-122,170,-122,-122,none,cluster28
23070,1678,18,-122,-122,170,-122,none,cluster8
23071,1678,19,-122,170,-122,170,none,cluster192
23072,1678,20,170,-122,170,-122,none,cluster1
23073,1678,21,-122,170,-122,170,none,cluster192
23074,1678,22,170,-122,170,-122,none,cluster1
23075,1678,23,-122,170,-122,170,none,cluster192
23076,1678,24,170,-122,170,-122,none,cluster1
23077,1679,2,89,-522,714,210,none,cluster189
23078,1679,3,714,210,-530,82,none,cluster92
23079,1679,4,210,-530,82,118,none,cluster3
23080,1679,5,82,118,-118,150,none,cluster191
23081,1679,6,118,-118,150,-134,none,cluster25
23082,1680,2,89,-522,714,210,none,cluster189
23083,1680,3,714,210,-530,82,none,cluster92
23084,1680,4,210,-530,82,118,none,cluster3
23085,1680,5,82,118,-118,150,none,cluster191
23086,1680,6,118,-118,150,-134,none,cluster25
23087,1681,2,89,-522,714,210,none,cluster189
23088,1681,3,714,210,-530,82,none,cluster92
23089,1681,4,210,-530,82,118,none,cluster3
23090,1681,5,82,118,-118,150,none,cluster191
23091,1681,6,118,-118,150,-134,none,cluster25
23092,1682,2,89,-522,714,210,none,cluster189
23093,1682,3,714,210,-530,82,none,cluster92
23094,1682,4,210,-530,82,118,none,cluster3
23095,1682,5,82,118,-118,150,none,cluster191
23096,1682,6,118,-118,150,-134,none,cluster25
23097,1683,2,89,-522,714,210,none,cluster189
23098,1683,3,714,210,-530,82,none,cluster92
23099,1683,4,210,-530,82,118,none,cluster3
23100,1683,5,82,118,-118,150,none,cluster191
23101,1683,6,118,-118,150,-134,none,cluster25
23102,1684,2,89,-522,714,210,none,cluster189
23103,1684,3,714,210,-530,82,none,cluster92
23104,1684,4,210,-530,82,118,none,cluster3
23105,1684,5,82,118,-118,150,none,cluster191
23106,1684,6,118,-118,150,-134,none,cluster25
23107,1685,2,-98,86,-490,218,none,cluster5
23108,1685,3,86,-490,218,210,none,cluster6
23109,1685,4,218,210,-530,82,none,cluster4
23110,1685,5,210,-530,82,118,none,cluster3
23111,1685,6,82,118,-118,150,none,cluster191
23112,1685,7,118,-118,150,-134,none,cluster25
23113,1685,8,-118,150,-134,118,none,cluster190
23114,1686,2,-98,86,-490,218,none,cluster5
23115,1686,3,86,-490,218,210,none,cluster6
23116,1686,4,218,210,-530,82,none,cluster4
23117,1686,5,210,-530,82,118,none,cluster3
23118,1686,6,82,118,-118,150,none,cluster191
23119,1686,7,118,-118,150,-134,none,cluster25
23120,1686,8,-118,150,-134,118,none,cluster190
23121,1687,2,77,862,-478,438,none,cluster119
23122,1687,3,862,-478,438,-518,none,cluster102
23123,1687,4,-478,438,-518,238,none,cluster100
23124,1687,5,438,-518,238,186,none,cluster22
23125,1687,6,238,186,-106,-106,none,cluster78
23126,1687,7,-106,-106,186,-106,none,cluster165
23127,1687,8,-106,186,-106,154,none,cluster165
23128,1687,9,186,-106,154,-122,none,cluster63
23129,1687,10,-106,154,-122,-122,none,cluster134
23130,1687,11,-122,-122,170,-122,none,cluster8
23131,1687,12,-122,170,-122,170,none,cluster192
23132,1687,13,170,-122,170,-122,none,cluster1
23133,1687,14,-122,170,-122,170,none,cluster192
23134,1687,15,170,-122,170,-122,none,cluster1
23135,1687,16,-122,170,-122,170,none,cluster192
23136,1687,17,170,-122,170,-122,none,cluster1
23137,1687,18,-122,170,-122,170,none,cluster192
23138,1687,19,170,-122,170,-122,none,cluster1
23139,1687,20,-122,170,-122,170,none,cluster192
23140,1687,21,170,-122,170,-122,none,cluster1
23141,1687,22,-122,170,-122,170,none,cluster192
23142,1687,23,170,-122,170,-122,none,cluster1
23143,1687,24,-122,170,-122,170,none,cluster192
23144,1687,25,170,-122,170,-122,none,cluster1
23145,1687,26,-122,170,-122,170,none,cluster192
23146,1687,27,170,-122,170,-122,none,cluster1
23147,1687,28,-122,170,-122,170,none,cluster192
23148,1687,29,170,-122,170,-122,none,cluster1
23149,1687,30,-122,170,-122,170,none,cluster192
23150,1687,31,170,-122,170,-122,none,cluster1
23151,1687,32,-122,170,-122,170,none,cluster192
23152,1687,33,170,-122,170,-122,none,cluster1
23153,1687,34,-122,170,-122,170,none,cluster192
23154,1687,35,170,-122,170,-122,none,cluster1
23155,1687,36,-122,170,-122,170,none,cluster192
23156,1687,37,170,-122,170,-122,none,cluster1
23157,1687,38,-122,170,-122,170,none,cluster192
23158,1687,39,170,-122,170,-122,none,cluster1
23159,1687,40,-122,170,-122,170,none,cluster192
23160,1687,41,170,-122,170,-122,none,cluster1
23161,1687,42,-122,170,-122,170,none,cluster192
23162,1687,43,170,-122,170,-122,none,cluster1
23163,1687,44,-122,170,-122,170,none,cluster192
23164,1687,45,170,-122,170,-122,none,cluster1
23165,1687,46,-122,170,-122,-122,none,cluster28
23166,1687,47,-122,-122,170,170,none,cluster165
23167,1687,48,170,170,-122,-122,none,cluster160
23168,1687,49,-122,-122,170,-122,none,cluster8
23169,1687,50,-122,170,-122,170,none,cluster192
23170,1687,51,170,-122,170,-122,none,cluster1
23171,1687,52,-122,170,-122,-122,'transition point 1',cluster28
23172,1688,2,77,-510,862,438,none,cluster24
23173,1688,3,862,438,-518,238,none,cluster23
23174,1688,4,438,-518,238,186,none,cluster22
23175,1688,5,238,186,-106,154,none,cluster72
23176,1688,6,186,-106,154,-122,none,cluster63
23177,1688,7,-106,154,-122,170,none,cluster44
23178,1688,8,154,-122,170,-122,none,cluster9
23179,1688,9,-122,170,-122,170,none,cluster192
23180,1688,10,170,-122,170,-122,none,cluster1
23181,1688,11,-122,170,-122,170,none,cluster192
23182,1688,12,170,-122,170,-122,none,cluster1
23183,1688,13,-122,170,-122,170,none,cluster192
23184,1688,14,170,-122,170,-122,none,cluster1
23185,1688,15,-122,170,-122,170,none,cluster192
23186,1688,16,170,-122,170,-122,none,cluster1
23187,1688,17,-122,170,-122,170,none,cluster192
23188,1688,18,170,-122,170,-122,none,cluster1
23189,1688,19,-122,170,-122,234,none,cluster29
23190,1688,20,170,-122,234,-122,none,cluster81
23191,1688,21,-122,234,-122,170,none,cluster43
23192,1688,22,234,-122,170,-122,none,cluster10
23193,1688,23,-122,170,-122,170,none,cluster192
23194,1688,24,170,-122,170,-122,none,cluster1
23195,1688,25,-122,170,-122,170,none,cluster192
23196,1688,26,170,-122,170,170,none,cluster96
23197,1688,27,170,170,-122,170,none,cluster61
23198,1688,28,170,-122,170,-122,none,cluster1
23199,1688,29,-122,170,-122,170,none,cluster192
23200,1688,30,170,-122,170,-122,none,cluster1
23201,1688,31,-122,170,-122,170,none,cluster192
23202,1688,32,170,-122,170,-122,none,cluster1
23203,1688,33,-122,170,-122,170,none,cluster192
23204,1688,34,170,-122,170,-122,none,cluster1
23205,1688,35,-122,170,-122,170,none,cluster192
23206,1688,36,170,-122,170,-122,none,cluster1
23207,1688,37,-122,170,-122,170,none,cluster192
23208,1688,38,170,-122,170,-122,none,cluster1
23209,1688,39,-122,170,-122,-122,none,cluster28
23210,1688,40,-122,-122,170,-122,none,cluster8
23211,1688,41,-122,170,-122,170,none,cluster192
23212,1688,42,170,-122,170,-122,none,cluster1
23213,1688,43,-122,170,-122,170,none,cluster192
23214,1688,44,170,-122,170,-122,none,cluster1
23215,1688,45,-122,170,-122,170,none,cluster192
23216,1688,46,170,-122,170,-122,none,cluster1
23217,1688,47,-122,170,-122,170,none,cluster192
23218,1688,48,170,-122,170,-122,none,cluster1
23219,1689,2,-86,77,-478,862,none,cluster132
23220,1689,3,77,-478,862,438,none,cluster157
23221,1689,4,862,438,-518,238,none,cluster23
23222,1689,5,438,-518,238,186,none,cluster22
23223,1689,6,238,186,-106,154,none,cluster72
23224,1689,7,186,-106,154,-122,none,cluster63
23225,1689,8,-106,154,-122,170,none,cluster44
23226,1689,9,154,-122,170,-122,none,cluster9
23227,1689,10,-122,170,-122,170,none,cluster192
23228,1689,11,170,-122,170,-90,none,cluster126
23229,1689,12,-122,170,-90,122,none,cluster121
23230,1689,13,170,-90,122,-106,none,cluster125
23231,1689,14,-90,122,-106,250,none,cluster122
23232,1689,15,122,-106,250,-90,none,cluster124
23233,1689,16,-106,250,-90,-90,none,cluster165
23234,1689,17,-90,-90,250,90,none,cluster165
23235,1690,2,77,-510,862,438,none,cluster24
23236,1690,3,862,438,-518,238,none,cluster23
23237,1690,4,438,-518,238,186,none,cluster22
23238,1690,5,238,186,-106,154,none,cluster72
23239,1690,6,186,-106,154,-122,none,cluster63
23240,1690,7,-106,154,-122,170,none,cluster44
23241,1690,8,154,-122,170,-122,none,cluster9
23242,1690,9,-122,170,-122,170,none,cluster192
23243,1690,10,170,-122,170,-122,none,cluster1
23244,1690,11,-122,170,-122,170,none,cluster192
23245,1690,12,170,-122,170,-122,none,cluster1
23246,1690,13,-122,170,-122,170,none,cluster192
23247,1690,14,170,-122,170,-122,none,cluster1
