@relation subflow_dataset_clustered

@attribute Instance_number numeric
@attribute flowid numeric
@attribute ppid numeric
@attribute subflow1 numeric
@attribute subflow2 numeric
@attribute subflow3 numeric
@attribute subflow4 numeric
@attribute subprotocol {none,'transition point 1','transition point 2'}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19,cluster20,cluster21,cluster22,cluster23,cluster24,cluster25,cluster26,cluster27,cluster28,cluster29,cluster30,cluster31,cluster32,cluster33,cluster34,cluster35,cluster36,cluster37,cluster38,cluster39,cluster40,cluster41,cluster42,cluster43,cluster44,cluster45,cluster46,cluster47,cluster48,cluster49,cluster50,cluster51,cluster52,cluster53,cluster54,cluster55,cluster56,cluster57,cluster58,cluster59,cluster60,cluster61,cluster62,cluster63,cluster64,cluster65,cluster66,cluster67,cluster68,cluster69,cluster70,cluster71,cluster72,cluster73,cluster74,cluster75,cluster76,cluster77,cluster78,cluster79,cluster80,cluster81,cluster82,cluster83,cluster84,cluster85,cluster86,cluster87,cluster88,cluster89,cluster90,cluster91,cluster92,cluster93,cluster94,cluster95,cluster96,cluster97,cluster98,cluster99,cluster100,cluster101,cluster102,cluster103,cluster104,cluster105,cluster106,cluster107,cluster108,cluster109,cluster110,cluster111,cluster112,cluster113,cluster114,cluster115,cluster116,cluster117,cluster118,cluster119,cluster120,cluster121,cluster122,cluster123,cluster124,cluster125,cluster126,cluster127,cluster128,cluster129,cluster130,cluster131,cluster132,cluster133,cluster134,cluster135,cluster136,cluster137,cluster138,cluster139,cluster140,cluster141,cluster142,cluster143,cluster144,cluster145,cluster146,cluster147,cluster148,cluster149,cluster150,cluster151,cluster152,cluster153,cluster154,cluster155,cluster156,cluster157,cluster158,cluster159,cluster160,cluster161,cluster162,cluster163,cluster164,cluster165,cluster166,cluster167,cluster168,cluster169,cluster170,cluster171,cluster172,cluster173,cluster174,cluster175,cluster176,cluster177,cluster178,cluster179,cluster180,cluster181,cluster182,cluster183,cluster184,cluster185,cluster186,cluster187,cluster188,cluster189,cluster190,cluster191,cluster192}

@data
2574,83,39,-122,170,-122,170,none,cluster192
2575,83,40,170,-122,170,-122,none,cluster1
2576,83,41,-122,170,-122,170,none,cluster192
2577,83,42,170,-122,170,-122,none,cluster1
2578,83,43,-122,170,-122,234,none,cluster29
2579,83,44,170,-122,234,-122,none,cluster81
2580,83,45,-122,234,-122,170,none,cluster43
2581,83,46,234,-122,170,-122,none,cluster10
2582,83,47,-122,170,-122,170,none,cluster192
2583,83,48,170,-122,170,-122,none,cluster1
2584,84,2,77,862,-478,438,none,cluster119
2585,84,3,862,-478,438,-518,none,cluster102
2586,84,4,-478,438,-518,238,none,cluster100
2587,84,5,438,-518,238,186,none,cluster22
2588,84,6,238,186,-106,154,none,cluster72
2589,84,7,186,-106,154,-122,none,cluster63
2590,84,8,-106,154,-122,170,none,cluster44
2591,84,9,154,-122,170,-122,none,cluster9
2592,84,10,-122,170,-122,170,none,cluster192
2593,84,11,170,-122,170,-122,none,cluster1
2594,84,12,-122,170,-122,170,none,cluster192
2595,84,13,170,-122,170,-122,none,cluster1
2596,84,14,-122,170,-122,170,none,cluster192
2597,84,15,170,-122,170,-122,none,cluster1
2598,84,16,-122,170,-122,170,none,cluster192
2599,84,17,170,-122,170,-122,none,cluster1
2600,84,18,-122,170,-122,170,none,cluster192
2601,84,19,170,-122,170,-122,none,cluster1
2602,84,20,-122,170,-122,234,none,cluster29
2603,84,21,170,-122,234,-122,none,cluster81
2604,84,22,-122,234,-122,170,none,cluster43
2605,84,23,234,-122,170,-122,none,cluster10
2606,84,24,-122,170,-122,170,none,cluster192
2607,84,25,170,-122,170,-122,none,cluster1
2608,84,26,-122,170,-122,170,none,cluster192
2609,84,27,170,-122,170,-122,none,cluster1
2610,84,28,-122,170,-122,170,none,cluster192
2611,84,29,170,-122,170,-122,none,cluster1
2612,84,30,-122,170,-122,170,none,cluster192
2613,84,31,170,-122,170,-122,none,cluster1
2614,84,32,-122,170,-122,170,none,cluster192
2615,84,33,170,-122,170,-122,none,cluster1
2616,84,34,-122,170,-122,170,none,cluster192
2617,84,35,170,-122,170,-122,none,cluster1
2618,84,36,-122,170,-122,170,none,cluster192
2619,84,37,170,-122,170,-122,none,cluster1
2620,84,38,-122,170,-122,170,none,cluster192
2621,84,39,170,-122,170,-122,none,cluster1
2622,84,40,-122,170,-122,170,none,cluster192
2623,84,41,170,-122,170,-122,none,cluster1
2624,84,42,-122,170,-122,170,none,cluster192
2625,84,43,170,-122,170,-122,none,cluster1
2626,84,44,-122,170,-122,170,none,cluster192
2627,84,45,170,-122,170,-122,none,cluster1
2628,84,46,-122,170,-122,170,none,cluster192
2629,84,47,170,-122,170,-122,none,cluster1
2630,84,48,-122,170,-122,170,none,cluster192
2631,84,49,170,-122,170,-122,none,cluster1
2632,85,2,77,-510,862,438,none,cluster24
2633,85,3,862,438,-518,238,none,cluster23
2634,85,4,438,-518,238,186,none,cluster22
2635,85,5,238,186,-106,154,none,cluster72
2636,85,6,186,-106,154,-122,none,cluster63
2637,85,7,-106,154,-122,170,none,cluster44
2638,85,8,154,-122,170,-122,none,cluster9
2639,85,9,-122,170,-122,170,none,cluster192
2640,85,10,170,-122,170,-122,none,cluster1
2641,85,11,-122,170,-122,170,none,cluster192
2642,85,12,170,-122,170,-122,none,cluster1
2643,85,13,-122,170,-122,170,none,cluster192
2644,85,14,170,-122,170,-122,none,cluster1
2645,85,15,-122,170,-122,170,none,cluster192
2646,85,16,170,-122,170,-122,none,cluster1
2647,85,17,-122,170,-122,170,none,cluster192
2648,85,18,170,-122,170,-122,none,cluster1
2649,85,19,-122,170,-122,170,none,cluster192
2650,85,20,170,-122,170,-122,none,cluster1
2651,85,21,-122,170,-122,170,none,cluster192
2652,85,22,170,-122,170,-122,none,cluster1
2653,85,23,-122,170,-122,-122,none,cluster28
2654,85,24,-122,-122,170,-122,none,cluster8
2655,85,25,-122,170,-122,170,none,cluster192
2656,85,26,170,-122,170,-122,none,cluster1
2657,85,27,-122,170,-122,170,none,cluster192
2658,85,28,170,-122,170,-122,none,cluster1
2659,86,2,-510,-510,862,438,none,cluster163
2660,86,3,862,438,-518,238,none,cluster23
2661,86,4,438,-518,238,186,none,cluster22
2662,86,5,238,186,-106,154,none,cluster72
2663,86,6,186,-106,154,-122,none,cluster63
2664,86,7,-106,154,-122,170,none,cluster44
2665,86,8,154,-122,170,-122,none,cluster9
2666,87,2,77,-510,862,438,none,cluster24
2667,87,3,862,438,-518,238,none,cluster23
2668,87,4,438,-518,238,186,none,cluster22
2669,87,5,238,186,-106,154,none,cluster72
2670,87,6,186,-106,154,-122,none,cluster63
2671,87,7,-106,154,-122,170,none,cluster44
2672,87,8,154,-122,170,-122,none,cluster9
2673,87,9,-122,170,-122,170,none,cluster192
2674,87,10,170,-122,170,-90,none,cluster126
2675,87,11,-122,170,-90,-90,'transition point 2',cluster165
2676,88,2,74,438,-478,206,none,cluster165
2677,88,3,438,-478,206,-518,none,cluster165
2678,88,4,-478,206,-518,70,none,cluster165
2679,88,5,206,-518,70,118,none,cluster3
2680,88,6,70,118,-102,134,none,cluster156
2681,88,7,118,-102,134,-118,none,cluster167
2682,88,8,-102,134,-118,150,none,cluster85
2683,88,9,134,-118,150,-118,none,cluster174
2684,88,10,-118,150,-118,118,none,cluster190
2685,88,11,150,-118,118,-86,none,cluster165
2686,88,12,-118,118,-86,166,none,cluster165
2687,88,13,118,-86,166,166,'transition point 2',cluster165
2688,89,2,-510,-510,862,438,none,cluster163
2689,89,3,862,438,-518,238,none,cluster23
2690,89,4,438,-518,238,186,none,cluster22
2691,89,5,238,186,-106,154,none,cluster72
2692,89,6,186,-106,154,-122,none,cluster63
2693,89,7,-106,154,-122,170,none,cluster44
2694,89,8,154,-122,170,-122,none,cluster9
2695,89,9,-122,170,-122,-122,none,cluster28
2696,89,10,-122,-122,170,-90,none,cluster165
2697,89,11,-122,170,-90,122,none,cluster121
2698,89,12,170,-90,122,-106,none,cluster125
2699,89,13,-90,122,-106,-106,none,cluster165
2700,89,14,-106,-106,250,-90,none,cluster165
2701,89,15,-106,250,-90,90,none,cluster123
2702,89,16,250,-90,90,142,none,cluster165
2703,90,2,77,862,-478,438,none,cluster119
2704,90,3,862,-478,438,-518,none,cluster102
2705,90,4,-478,438,-518,238,none,cluster100
2706,90,5,438,-518,238,186,none,cluster22
2707,90,6,238,186,-106,-106,none,cluster78
2708,90,7,-106,-106,154,-122,none,cluster127
2709,90,8,-106,154,-122,170,none,cluster44
2710,90,9,154,-122,170,-122,none,cluster9
2711,90,10,-122,170,-122,170,none,cluster192
2712,90,11,170,-122,170,-122,none,cluster1
2713,90,12,-122,170,-122,170,none,cluster192
2714,90,13,170,-122,170,-122,none,cluster1
2715,90,14,-122,170,-122,170,none,cluster192
2716,90,15,170,-122,170,-122,none,cluster1
2717,90,16,-122,170,-122,170,none,cluster192
2718,90,17,170,-122,170,-122,none,cluster1
2719,90,18,-122,170,-122,-122,none,cluster28
2720,90,19,-122,-122,170,-122,none,cluster8
2721,90,20,-122,170,-122,170,none,cluster192
2722,90,21,170,-122,170,-122,none,cluster1
2723,90,22,-122,170,-122,170,none,cluster192
2724,90,23,170,-122,170,-122,none,cluster1
2725,90,24,-122,170,-122,170,none,cluster192
2726,90,25,170,-122,170,-122,none,cluster1
2727,90,26,-122,170,-122,170,none,cluster192
2728,90,27,170,-122,170,-122,none,cluster1
2729,90,28,-122,170,-122,170,none,cluster192
2730,90,29,170,-122,170,-122,none,cluster1
2731,90,30,-122,170,-122,170,none,cluster192
2732,90,31,170,-122,170,-122,none,cluster1
2733,90,32,-122,170,-122,-122,none,cluster28
2734,90,33,-122,-122,170,-122,none,cluster8
2735,90,34,-122,170,-122,170,none,cluster192
2736,90,35,170,-122,170,-122,none,cluster1
2737,90,36,-122,170,-122,170,none,cluster192
2738,90,37,170,-122,170,-122,none,cluster1
2739,90,38,-122,170,-122,170,none,cluster192
2740,90,39,170,-122,170,-122,none,cluster1
2741,90,40,-122,170,-122,-122,none,cluster28
2742,90,41,-122,-122,170,170,none,cluster165
2743,90,42,170,170,-122,170,none,cluster61
2744,90,43,170,-122,170,-122,none,cluster1
2745,90,44,-122,170,-122,170,none,cluster192
2746,90,45,170,-122,170,-122,none,cluster1
2747,90,46,-122,170,-122,-122,none,cluster28
2748,90,47,-122,-122,170,-122,none,cluster8
2749,90,48,-122,170,-122,-122,none,cluster28
2750,90,49,-122,-122,170,-122,none,cluster8
2751,90,50,-122,170,-122,170,none,cluster192
2752,90,51,170,-122,170,-122,none,cluster1
2753,91,2,77,-510,862,438,none,cluster24
2754,91,3,862,438,-518,238,none,cluster23
2755,91,4,438,-518,238,186,none,cluster22
2756,91,5,238,186,-106,154,none,cluster72
2757,91,6,186,-106,154,-122,none,cluster63
2758,91,7,-106,154,-122,170,none,cluster44
2759,91,8,154,-122,170,-122,none,cluster9
2760,92,2,77,862,-478,438,none,cluster119
2761,92,3,862,-478,438,-518,none,cluster102
2762,92,4,-478,438,-518,238,none,cluster100
2763,92,5,438,-518,238,186,none,cluster22
2764,92,6,238,186,-106,-106,none,cluster78
2765,92,7,-106,-106,154,-122,none,cluster127
2766,92,8,-106,154,-122,170,none,cluster44
2767,92,9,154,-122,170,-122,none,cluster9
2768,92,10,-122,170,-122,170,none,cluster192
2769,92,11,170,-122,170,-122,none,cluster1
2770,92,12,-122,170,-122,-122,none,cluster28
2771,92,13,-122,-122,170,-122,none,cluster8
2772,92,14,-122,170,-122,170,none,cluster192
2773,92,15,170,-122,170,-122,none,cluster1
2774,92,16,-122,170,-122,170,none,cluster192
2775,92,17,170,-122,170,-122,none,cluster1
2776,92,18,-122,170,-122,170,none,cluster192
2777,92,19,170,-122,170,-122,none,cluster1
2778,92,20,-122,170,-122,170,none,cluster192
2779,92,21,170,-122,170,-122,none,cluster1
2780,92,22,-122,170,-122,170,none,cluster192
2781,92,23,170,-122,170,-122,none,cluster1
2782,92,24,-122,170,-122,170,none,cluster192
2783,92,25,170,-122,170,-122,none,cluster1
2784,92,26,-122,170,-122,-122,none,cluster28
2785,92,27,-122,-122,170,-122,none,cluster8
2786,92,28,-122,170,-122,170,none,cluster192
2787,92,29,170,-122,170,-122,none,cluster1
2788,92,30,-122,170,-122,170,none,cluster192
2789,92,31,170,-122,170,-122,none,cluster1
2790,92,32,-122,170,-122,170,none,cluster192
2791,92,33,170,-122,170,-122,none,cluster1
2792,92,34,-122,170,-122,170,none,cluster192
2793,92,35,170,-122,170,-122,none,cluster1
2794,92,36,-122,170,-122,170,none,cluster192
2795,92,37,170,-122,170,-122,none,cluster1
2796,92,38,-122,170,-122,170,none,cluster192
2797,92,39,170,-122,170,-122,none,cluster1
2798,92,40,-122,170,-122,170,none,cluster192
2799,92,41,170,-122,170,-122,none,cluster1
2800,92,42,-122,170,-122,170,none,cluster192
2801,92,43,170,-122,170,-122,none,cluster1
2802,92,44,-122,170,-122,170,none,cluster192
2803,92,45,170,-122,170,170,none,cluster96
2804,92,46,170,170,-122,170,none,cluster61
2805,92,47,170,-122,170,-122,none,cluster1
2806,92,48,-122,170,-122,186,none,cluster192
2807,92,49,170,-122,186,-122,none,cluster99
2808,93,2,77,862,-478,438,none,cluster119
2809,93,3,862,-478,438,-518,none,cluster102
2810,93,4,-478,438,-518,238,none,cluster100
2811,93,5,438,-518,238,186,none,cluster22
2812,93,6,238,186,-106,154,none,cluster72
2813,93,7,186,-106,154,-122,none,cluster63
2814,93,8,-106,154,-122,170,none,cluster44
2815,93,9,154,-122,170,-122,none,cluster9
2816,93,10,-122,170,-122,170,none,cluster192
2817,93,11,170,-122,170,-122,none,cluster1
2818,93,12,-122,170,-122,170,none,cluster192
2819,93,13,170,-122,170,-122,none,cluster1
2820,93,14,-122,170,-122,170,none,cluster192
2821,93,15,170,-122,170,-122,none,cluster1
2822,93,16,-122,170,-122,170,none,cluster192
2823,93,17,170,-122,170,-122,none,cluster1
2824,93,18,-122,170,-122,-122,none,cluster28
2825,93,19,-122,-122,170,-122,none,cluster8
2826,93,20,-122,170,-122,-122,none,cluster28
2827,93,21,-122,-122,170,-122,none,cluster8
2828,93,22,-122,170,-122,-122,none,cluster28
2829,93,23,-122,-122,170,-122,none,cluster8
2830,93,24,-122,170,-122,170,none,cluster192
2831,93,25,170,-122,170,-122,none,cluster1
2832,93,26,-122,170,-122,170,none,cluster192
2833,93,27,170,-122,170,-122,none,cluster1
2834,93,28,-122,170,-122,170,none,cluster192
2835,93,29,170,-122,170,-122,none,cluster1
2836,93,30,-122,170,-122,170,none,cluster192
2837,93,31,170,-122,170,-122,none,cluster1
2838,93,32,-122,170,-122,170,none,cluster192
2839,93,33,170,-122,170,-122,none,cluster1
2840,93,34,-122,170,-122,170,none,cluster192
2841,93,35,170,-122,170,-122,none,cluster1
2842,93,36,-122,170,-122,170,none,cluster192
2843,93,37,170,-122,170,-122,none,cluster1
2844,93,38,-122,170,-122,170,none,cluster192
2845,93,39,170,-122,170,-122,none,cluster1
2846,93,40,-122,170,-122,170,none,cluster192
2847,93,41,170,-122,170,-122,none,cluster1
2848,93,42,-122,170,-122,170,none,cluster192
2849,93,43,170,-122,170,-122,none,cluster1
2850,93,44,-122,170,-122,-122,none,cluster28
2851,93,45,-122,-122,170,170,none,cluster165
2852,93,46,170,170,-122,170,none,cluster61
2853,93,47,170,-122,170,-122,none,cluster1
2854,93,48,-122,170,-122,-122,none,cluster28
2855,93,49,-122,-122,170,-122,none,cluster8
2856,94,2,77,-510,862,1246,none,cluster165
2857,94,3,862,1246,-518,238,none,cluster164
2858,94,4,1246,-518,238,186,none,cluster130
2859,94,5,238,186,-106,154,none,cluster72
2860,94,6,186,-106,154,-122,none,cluster63
2861,94,7,-106,154,-122,-122,none,cluster134
2862,94,8,-122,-122,170,-122,none,cluster8
2863,94,9,-122,170,-122,170,none,cluster192
2864,94,10,170,-122,170,-122,none,cluster1
2865,94,11,-122,170,-122,170,none,cluster192
2866,94,12,170,-122,170,-122,none,cluster1
2867,94,13,-122,170,-122,170,none,cluster192
2868,94,14,170,-122,170,-122,none,cluster1
2869,94,15,-122,170,-122,170,none,cluster192
2870,94,16,170,-122,170,-122,none,cluster1
2871,94,17,-122,170,-122,-122,none,cluster28
2872,94,18,-122,-122,170,-122,none,cluster8
2873,94,19,-122,170,-122,234,none,cluster29
2874,94,20,170,-122,234,-122,none,cluster81
2875,94,21,-122,234,-122,170,none,cluster43
2876,94,22,234,-122,170,-122,none,cluster10
2877,94,23,-122,170,-122,170,none,cluster192
2878,94,24,170,-122,170,-122,none,cluster1
2879,94,25,-122,170,-122,170,none,cluster192
2880,94,26,170,-122,170,-122,none,cluster1
2881,94,27,-122,170,-122,170,none,cluster192
2882,94,28,170,-122,170,-122,none,cluster1
2883,94,29,-122,170,-122,170,none,cluster192
2884,94,30,170,-122,170,-122,none,cluster1
2885,94,31,-122,170,-122,170,none,cluster192
2886,94,32,170,-122,170,-122,none,cluster1
2887,94,33,-122,170,-122,170,none,cluster192
2888,94,34,170,-122,170,-122,none,cluster1
2889,94,35,-122,170,-122,170,none,cluster192
2890,94,36,170,-122,170,-122,none,cluster1
2891,94,37,-122,170,-122,170,none,cluster192
2892,94,38,170,-122,170,-122,none,cluster1
2893,94,39,-122,170,-122,170,none,cluster192
2894,94,40,170,-122,170,-122,none,cluster1
2895,94,41,-122,170,-122,170,none,cluster192
2896,94,42,170,-122,170,-122,none,cluster1
2897,94,43,-122,170,-122,170,none,cluster192
2898,94,44,170,-122,170,-122,none,cluster1
2899,94,45,-122,170,-122,170,none,cluster192
2900,94,46,170,-122,170,-122,none,cluster1
2901,94,47,-122,170,-122,170,none,cluster192
2902,94,48,170,-122,170,-122,none,cluster1
2903,95,2,77,862,-478,438,none,cluster119
2904,95,3,862,-478,438,-518,none,cluster102
2905,95,4,-478,438,-518,238,none,cluster100
2906,95,5,438,-518,238,186,none,cluster22
2907,95,6,238,186,-106,154,none,cluster72
2908,95,7,186,-106,154,-122,none,cluster63
2909,95,8,-106,154,-122,170,none,cluster44
2910,95,9,154,-122,170,-122,none,cluster9
2911,95,10,-122,170,-122,170,none,cluster192
2912,95,11,170,-122,170,-122,none,cluster1
2913,95,12,-122,170,-122,170,none,cluster192
2914,95,13,170,-122,170,-122,none,cluster1
2915,95,14,-122,170,-122,170,none,cluster192
2916,95,15,170,-122,170,-122,none,cluster1
2917,95,16,-122,170,-122,170,none,cluster192
2918,95,17,170,-122,170,-122,none,cluster1
2919,95,18,-122,170,-122,234,none,cluster29
2920,95,19,170,-122,234,-122,none,cluster81
2921,95,20,-122,234,-122,170,none,cluster43
2922,95,21,234,-122,170,-122,none,cluster10
2923,95,22,-122,170,-122,-122,none,cluster28
2924,95,23,-122,-122,170,-122,none,cluster8
2925,95,24,-122,170,-122,170,none,cluster192
2926,95,25,170,-122,170,-122,none,cluster1
2927,95,26,-122,170,-122,170,none,cluster192
2928,95,27,170,-122,170,-122,none,cluster1
2929,95,28,-122,170,-122,170,none,cluster192
2930,95,29,170,-122,170,-122,none,cluster1
2931,95,30,-122,170,-122,170,none,cluster192
2932,95,31,170,-122,170,-122,none,cluster1
2933,95,32,-122,170,-122,170,none,cluster192
2934,95,33,170,-122,170,-122,none,cluster1
2935,95,34,-122,170,-122,234,none,cluster29
2936,95,35,170,-122,234,-122,none,cluster81
2937,95,36,-122,234,-122,170,none,cluster43
2938,95,37,234,-122,170,-122,none,cluster10
2939,95,38,-122,170,-122,234,none,cluster29
2940,95,39,170,-122,234,-122,none,cluster81
2941,95,40,-122,234,-122,170,none,cluster43
2942,95,41,234,-122,170,-122,none,cluster10
2943,95,42,-122,170,-122,-122,none,cluster28
2944,95,43,-122,-122,170,-122,none,cluster8
2945,95,44,-122,170,-122,170,none,cluster192
2946,95,45,170,-122,170,-122,none,cluster1
2947,95,46,-122,170,-122,170,none,cluster192
2948,95,47,170,-122,170,-122,none,cluster1
2949,95,48,-122,170,-122,234,none,cluster29
2950,95,49,170,-122,234,-122,none,cluster81
2951,96,2,77,-510,862,438,none,cluster24
2952,96,3,862,438,-518,238,none,cluster23
2953,96,4,438,-518,238,186,none,cluster22
2954,96,5,238,186,-106,154,none,cluster72
2955,96,6,186,-106,154,-122,none,cluster63
2956,96,7,-106,154,-122,170,none,cluster44
2957,96,8,154,-122,170,-122,none,cluster9
2958,96,9,-122,170,-122,-122,none,cluster28
2959,96,10,-122,-122,170,-122,none,cluster8
2960,96,11,-122,170,-122,170,none,cluster192
2961,96,12,170,-122,170,-122,none,cluster1
2962,96,13,-122,170,-122,170,none,cluster192
2963,96,14,170,-122,170,-122,none,cluster1
2964,96,15,-122,170,-122,170,none,cluster192
2965,96,16,170,-122,170,-122,none,cluster1
2966,96,17,-122,170,-122,170,none,cluster192
2967,96,18,170,-122,170,-122,none,cluster1
2968,96,19,-122,170,-122,170,none,cluster192
2969,96,20,170,-122,170,-122,none,cluster1
2970,96,21,-122,170,-122,170,none,cluster192
2971,96,22,170,-122,170,-122,none,cluster1
2972,96,23,-122,170,-122,170,none,cluster192
2973,96,24,170,-122,170,-122,none,cluster1
2974,96,25,-122,170,-122,170,none,cluster192
2975,96,26,170,-122,170,-122,none,cluster1
2976,96,27,-122,170,-122,170,none,cluster192
2977,96,28,170,-122,170,170,none,cluster96
2978,96,29,170,170,-122,-122,none,cluster160
2979,96,30,-122,-122,170,-122,none,cluster8
2980,96,31,-122,170,-122,-122,none,cluster28
2981,96,32,-122,-122,170,-122,none,cluster8
2982,96,33,-122,170,-122,170,none,cluster192
2983,96,34,170,-122,170,-122,none,cluster1
2984,96,35,-122,170,-122,170,none,cluster192
2985,96,36,170,-122,170,-122,none,cluster1
2986,96,37,-122,170,-122,170,none,cluster192
2987,96,38,170,-122,170,-122,none,cluster1
2988,97,2,77,-510,862,438,none,cluster24
2989,97,3,862,438,-518,-518,none,cluster139
2990,97,4,-518,-518,238,186,none,cluster129
2991,97,5,238,186,-106,154,none,cluster72
2992,97,6,186,-106,154,-122,none,cluster63
2993,97,7,-106,154,-122,170,none,cluster44
2994,97,8,154,-122,170,-122,none,cluster9
2995,97,9,-122,170,-122,170,none,cluster192
2996,97,10,170,-122,170,-122,none,cluster1
2997,97,11,-122,170,-122,170,none,cluster192
2998,97,12,170,-122,170,-122,none,cluster1
2999,97,13,-122,170,-122,170,none,cluster192
3000,97,14,170,-122,170,-122,none,cluster1
3001,97,15,-122,170,-122,170,none,cluster192
3002,97,16,170,-122,170,-122,none,cluster1
3003,97,17,-122,170,-122,170,none,cluster192
3004,97,18,170,-122,170,-122,none,cluster1
3005,97,19,-122,170,-122,170,none,cluster192
3006,97,20,170,-122,170,-122,none,cluster1
3007,97,21,-122,170,-122,170,none,cluster192
3008,97,22,170,-122,170,-122,none,cluster1
3009,97,23,-122,170,-122,170,none,cluster192
3010,97,24,170,-122,170,-122,none,cluster1
3011,97,25,-122,170,-122,170,none,cluster192
3012,97,26,170,-122,170,-122,none,cluster1
3013,97,27,-122,170,-122,-122,none,cluster28
3014,97,28,-122,-122,170,-122,none,cluster8
3015,97,29,-122,170,-122,170,none,cluster192
3016,97,30,170,-122,170,-122,none,cluster1
3017,97,31,-122,170,-122,170,none,cluster192
3018,97,32,170,-122,170,-122,none,cluster1
3019,97,33,-122,170,-122,170,none,cluster192
3020,97,34,170,-122,170,-122,none,cluster1
3021,97,35,-122,170,-122,170,none,cluster192
3022,98,2,77,-510,862,438,none,cluster24
3023,98,3,862,438,-518,238,none,cluster23
3024,98,4,438,-518,238,186,none,cluster22
3025,98,5,238,186,-106,154,none,cluster72
3026,98,6,186,-106,154,-122,none,cluster63
3027,98,7,-106,154,-122,170,none,cluster44
3028,98,8,154,-122,170,-122,none,cluster9
3029,98,9,-122,170,-122,170,none,cluster192
3030,98,10,170,-122,170,-122,none,cluster1
3031,98,11,-122,170,-122,170,none,cluster192
3032,98,12,170,-122,170,-122,none,cluster1
3033,98,13,-122,170,-122,170,none,cluster192
3034,98,14,170,-122,170,-122,none,cluster1
3035,98,15,-122,170,-122,170,none,cluster192
3036,98,16,170,-122,170,-122,none,cluster1
3037,98,17,-122,170,-122,170,none,cluster192
3038,98,18,170,-122,170,-122,none,cluster1
3039,98,19,-122,170,-122,170,none,cluster192
3040,98,20,170,-122,170,-122,none,cluster1
3041,98,21,-122,170,-122,170,none,cluster192
3042,98,22,170,-122,170,-122,none,cluster1
3043,98,23,-122,170,-122,170,none,cluster192
3044,98,24,170,-122,170,-122,none,cluster1
3045,98,25,-122,170,-122,170,none,cluster192
3046,98,26,170,-122,170,-122,none,cluster1
3047,98,27,-122,170,-122,170,none,cluster192
3048,98,28,170,-122,170,-122,none,cluster1
3049,98,29,-122,170,-122,-122,none,cluster28
3050,98,30,-122,-122,234,-122,none,cluster187
3051,98,31,-122,234,-122,-122,none,cluster104
3052,98,32,-122,-122,170,-122,none,cluster8
3053,99,2,-510,-510,862,438,none,cluster163
3054,99,3,862,438,-518,238,none,cluster23
3055,99,4,438,-518,238,370,none,cluster165
3056,99,5,238,370,-106,-106,none,cluster165
3057,99,6,-106,-106,154,-122,none,cluster127
3058,99,7,-106,154,-122,170,none,cluster44
3059,99,8,154,-122,170,-122,none,cluster9
3060,99,9,-122,170,-122,170,none,cluster192
3061,99,10,170,-122,170,-122,none,cluster1
3062,99,11,-122,170,-122,-122,none,cluster28
3063,99,12,-122,-122,170,-122,none,cluster8
3064,99,13,-122,170,-122,170,none,cluster192
3065,99,14,170,-122,170,-122,none,cluster1
3066,99,15,-122,170,-122,-122,none,cluster28
3067,99,16,-122,-122,170,-122,none,cluster8
3068,99,17,-122,170,-122,170,none,cluster192
